,nivel_experiencia,tipo_emprego,titulo_trabalho,salario_em_dolar,residencia_empregado,percentual_remoto,local_empresa,tamanho_empresa
1035,EX,FT,Head of Data Science,127467,GB,0,GB,M
1036,SE,FT,Data Engineer,80000,US,0,US,M
1037,SE,FT,Data Engineer,65000,US,0,US,M
1038,SE,FT,Data Engineer,124740,US,0,US,M
1039,SE,FT,Data Engineer,65488,US,0,US,M
1040,SE,FT,Data Quality Analyst,72200,US,0,US,M
1041,SE,FT,Data Quality Analyst,64980,US,0,US,M
1042,SE,FT,Data Engineer,153600,US,0,US,M
1043,SE,FT,Data Engineer,106800,US,0,US,M
1044,SE,FT,Data Analyst,179975,US,100,US,M
1045,SE,FT,Data Analyst,86466,US,100,US,M
1046,SE,FT,Data Engineer,120000,US,0,US,M
1047,SE,FT,Data Engineer,90000,US,0,US,M
1048,MI,FT,Insight Analyst,51039,GB,0,GB,M
1049,MI,FT,Insight Analyst,42533,GB,0,GB,M
1050,SE,FT,Data Scientist,149076,US,0,US,M
1051,SE,FT,Data Scientist,82365,US,0,US,M
1052,SE,FT,Data Analyst,169000,US,0,US,M
1053,SE,FT,Data Analyst,110600,US,0,US,M
1054,SE,FT,Data Science Manager,175000,US,0,US,M
1055,SE,FT,Data Science Manager,120000,US,0,US,M
1056,SE,FT,Data Analyst,230000,US,0,US,M
1057,SE,FT,Data Analyst,180000,US,0,US,M
1058,SE,FT,Data Analyst,153600,US,0,US,M
1059,SE,FT,Data Analyst,106800,US,0,US,M
1060,SE,FT,Data Manager,140000,US,0,US,M
1061,SE,FT,Data Manager,120000,US,0,US,M
1062,SE,FT,Machine Learning Infrastructure Engineer,205920,US,0,US,M
1063,SE,FT,Machine Learning Infrastructure Engineer,171600,US,0,US,M
1064,SE,FT,Data Analyst,165000,US,100,US,M
1065,SE,FT,Data Analyst,125000,US,100,US,M
1066,SE,FT,Data Engineer,265000,US,0,US,M
1067,SE,FT,Data Engineer,185000,US,0,US,M
1068,MI,FT,Applied Machine Learning Engineer,130000,US,0,US,M
1069,EN,FT,Data Scientist,168000,US,100,US,M
1070,MI,FT,AI Scientist,38631,ES,50,ES,L
1071,SE,FT,Data Analyst,95000,US,0,US,M
1072,SE,FT,Data Analyst,85500,US,0,US,M
1073,SE,FT,Data Scientist,147100,US,0,US,M
1074,SE,FT,Data Scientist,90700,US,0,US,M
1075,SE,FT,Data Engineer,167580,US,0,US,M
1076,SE,FT,Data Engineer,87980,US,0,US,M
1077,SE,FT,Data Engineer,202000,US,100,US,M
1078,SE,FT,Data Engineer,135000,US,100,US,M
1079,SE,FT,Data Engineer,163800,US,0,US,M
1080,SE,FT,Data Engineer,126000,US,0,US,M
1081,SE,FT,Machine Learning Engineer,163800,US,0,US,M
1082,SE,FT,Machine Learning Engineer,126000,US,0,US,M
1083,SE,FT,Data Engineer,104000,US,100,US,M
1084,SE,FT,Data Engineer,65000,US,100,US,M
1085,SE,FT,Research Engineer,230000,US,0,US,M
1086,SE,FT,Research Engineer,148000,US,0,US,M
1087,SE,FT,Machine Learning Engineer,269000,CA,100,CA,M
1088,SE,FT,Machine Learning Engineer,158000,CA,100,CA,M
1089,SE,FT,Analytics Engineer,197000,US,0,US,M
1090,SE,FT,Analytics Engineer,106000,US,0,US,M
1091,MI,FT,Deep Learning Engineer,150000,US,100,US,M
1092,MI,FT,Deep Learning Engineer,100000,US,100,US,M
1093,SE,FT,Data Engineer,290000,US,100,US,M
1094,SE,FT,Data Engineer,210000,US,100,US,M
1095,SE,FT,Data Engineer,192000,US,0,US,M
1096,SE,FT,Data Engineer,172800,US,0,US,M
1097,SE,FT,Data Scientist,300240,US,0,US,M
1098,SE,FT,Data Scientist,200160,US,0,US,M
1099,SE,FT,Data Scientist,300240,US,0,US,M
1100,SE,FT,Data Scientist,200160,US,0,US,M
1101,SE,FT,Analytics Engineer,175000,US,0,US,M
1102,SE,FT,Analytics Engineer,140000,US,0,US,M
1103,SE,FT,Data Manager,169000,US,0,US,M
1104,SE,FT,Data Manager,100000,US,0,US,M
1105,SE,FT,Data Scientist,370000,US,0,US,M
1106,SE,FT,Data Scientist,245000,US,0,US,M
1107,MI,FT,Data Engineer,115447,GB,100,GB,L
1108,SE,FT,Data Analyst,110000,US,100,US,S
1109,SE,FT,Data Analyst,80000,US,100,US,S
1110,EN,FT,Data Analyst,55000,US,0,US,M
1111,EN,FT,Data Analyst,48000,US,0,US,M
1112,SE,FT,Data Analyst,95000,US,0,US,M
1113,SE,FT,Data Analyst,85000,US,0,US,M
1114,SE,FT,Data Engineer,137500,US,100,US,M
1115,SE,FT,Data Engineer,81500,US,100,US,M
1116,SE,FT,Machine Learning Engineer,323300,US,0,US,M
1117,SE,FT,Machine Learning Engineer,184700,US,0,US,M
1118,MI,FT,AI Scientist,30000,GH,0,GH,S
1119,SE,FT,Machine Learning Engineer,186000,US,100,US,M
1120,SE,FT,Machine Learning Engineer,153088,US,100,US,M
1121,MI,FT,Data Infrastructure Engineer,190000,US,100,US,M
1122,MI,FT,Data Infrastructure Engineer,160000,US,100,US,M
1123,SE,FT,Machine Learning Engineer,200000,US,100,US,M
1124,SE,FT,Machine Learning Engineer,150000,US,100,US,M
1125,MI,FT,Data Infrastructure Engineer,190000,US,0,US,M
1126,MI,FT,Data Infrastructure Engineer,183310,US,0,US,M
1127,SE,FT,Machine Learning Engineer,240000,US,100,US,M
1128,SE,FT,Machine Learning Engineer,180000,US,100,US,M
1129,SE,FT,Machine Learning Engineer,200000,US,100,US,M
1130,SE,FT,Machine Learning Engineer,150000,US,100,US,M
1131,SE,FT,Data Science Manager,299500,US,0,US,M
1132,SE,FT,Data Science Manager,245100,US,0,US,M
1133,SE,FT,Data Engineer,144000,US,100,US,M
1134,SE,FT,Data Engineer,66000,US,100,US,M
1135,MI,FT,Machine Learning Engineer,148500,US,0,US,M
1136,MI,FT,Machine Learning Engineer,126277,US,0,US,M
1137,SE,FT,Data Architect,228000,US,0,US,M
1138,SE,FT,Data Architect,120000,US,0,US,M
1139,SE,FT,Machine Learning Software Engineer,180000,US,0,US,M
1140,SE,FT,Machine Learning Software Engineer,90000,US,0,US,M
1141,SE,FT,Data Scientist,126500,US,0,US,M
1142,SE,FT,Data Scientist,78000,US,0,US,M
1143,SE,FT,Data Engineer,180000,US,0,US,M
1144,SE,FT,Data Engineer,160000,US,0,US,M
1145,SE,FT,Machine Learning Software Engineer,272000,US,0,US,M
1146,SE,FT,Machine Learning Software Engineer,170000,US,0,US,M
1147,MI,FT,Data Analyst,80000,US,0,US,M
1148,MI,FT,Data Analyst,60000,US,0,US,M
1149,SE,FT,Data Engineer,259000,US,100,US,M
1150,SE,FT,Data Engineer,146000,US,100,US,M
1151,SE,FT,Data Engineer,200000,US,0,US,M
1152,SE,FT,Data Engineer,160000,US,0,US,M
1153,EX,FT,Data Engineer,310000,US,100,US,M
1154,EX,FT,Data Engineer,239000,US,100,US,M
1155,SE,FT,Data Analyst,142000,US,100,US,M
1156,SE,FT,Data Analyst,95000,US,100,US,M
1157,SE,FT,Data Scientist,155000,US,0,US,M
1158,SE,FT,Data Scientist,139500,US,0,US,M
1159,MI,FT,Data Engineer,140000,US,100,US,M
1160,MI,FT,Data Engineer,120000,US,100,US,M
1161,SE,FT,Data Engineer,259000,US,100,US,M
1162,SE,FT,Data Engineer,146000,US,100,US,M
1163,MI,FT,Data Analyst,109371,HR,0,HR,M
1164,MI,FT,Data Analyst,72914,HR,0,HR,M
1165,EN,PT,Data Analyst,17779,PL,100,IN,L
1166,EN,FT,Data Scientist,19522,BR,100,BR,L
1167,SE,FT,Data Science Lead,247500,US,0,US,M
1168,SE,FT,Data Science Lead,172200,US,0,US,M
1169,SE,FT,Data Scientist,225000,US,0,US,M
1170,SE,FT,Data Scientist,156400,US,0,US,M
1171,SE,FT,Data Engineer,139500,US,0,US,M
1172,SE,FT,Data Engineer,109400,US,0,US,M
1173,MI,FT,Data Engineer,125000,US,0,US,M
1174,MI,FT,Data Engineer,90000,US,0,US,M
1175,SE,FT,Machine Learning Infrastructure Engineer,107309,FR,100,FR,M
1176,SE,FT,Machine Learning Infrastructure Engineer,75116,FR,100,FR,M
1177,SE,FT,Data Scientist,185900,US,0,US,M
1178,SE,FT,Data Scientist,129300,US,0,US,M
1179,SE,FT,Machine Learning Engineer,139500,US,0,US,M
1180,SE,FT,Machine Learning Engineer,109400,US,0,US,M
1181,SE,FT,Data Analyst,120000,US,100,US,M
1182,SE,FT,Data Analyst,75000,US,100,US,M
1183,SE,FT,Data Analyst,169000,US,0,US,M
1184,SE,FT,Data Analyst,110600,US,0,US,M
1185,SE,FT,Machine Learning Engineer,288000,US,100,US,M
1186,SE,FT,Machine Learning Engineer,140000,US,100,US,M
1187,SE,FT,Machine Learning Engineer,288000,US,100,US,M
1188,SE,FT,Machine Learning Engineer,140000,US,100,US,M
1189,MI,FT,Data Engineer,120000,US,0,US,M
1190,MI,FT,Data Engineer,90000,US,0,US,M
1191,MI,FT,Data Science Lead,72914,GB,0,GB,M
1192,MI,FT,Data Science Lead,60761,GB,0,GB,M
1193,SE,FT,Data Scientist,215050,US,100,US,M
1194,SE,FT,Data Scientist,156400,US,100,US,M
1195,SE,FT,Data Architect,198000,US,100,US,M
1196,SE,FT,Data Architect,114000,US,100,US,M
1197,EN,FT,Data Analyst,75000,US,100,US,M
1198,EN,FT,Data Analyst,60000,US,100,US,M
1199,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1200,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1201,SE,FT,Data Scientist,209300,US,100,US,M
1202,SE,FT,Data Scientist,182200,US,100,US,M
1203,SE,FT,Data Manager,140000,US,0,US,M
1204,SE,FT,Data Manager,120000,US,0,US,M
1205,EN,FT,Data Scientist,85000,US,0,US,M
1206,MI,FT,Machine Learning Engineer,48609,GB,100,GB,M
1207,EN,FT,Research Engineer,120000,GB,100,GB,M
1208,EN,FT,Research Engineer,60000,GB,100,GB,M
1209,SE,FT,Machine Learning Engineer,147100,US,0,US,M
1210,SE,FT,Machine Learning Engineer,90700,US,0,US,M
1211,SE,FT,Data Engineer,230000,US,0,US,M
1212,SE,FT,Data Engineer,170000,US,0,US,M
1213,SE,FT,Data Analyst,227000,US,0,US,M
1214,SE,FT,Data Analyst,108000,US,0,US,M
1215,SE,FT,Data Engineer,180000,US,100,US,M
1216,SE,FT,Data Engineer,160000,US,100,US,M
1217,SE,FT,Data Architect,180000,US,100,US,M
1218,SE,FT,Data Architect,160000,US,100,US,M
1219,SE,FT,Data Engineer,180000,US,0,US,M
1220,SE,FT,Data Engineer,130000,US,0,US,M
1221,SE,FT,Data Analyst,55800,ES,100,ES,M
1222,SE,FT,Data Analyst,51508,ES,100,ES,M
1223,EN,FT,Data Analyst,60000,US,100,US,L
1224,EN,FT,Data Analyst,50000,KW,50,US,L
1225,SE,FT,Data Engineer,226700,US,0,US,M
1226,SE,FT,Data Engineer,133300,US,0,US,M
1227,SE,FT,Data Engineer,252000,US,0,US,M
1228,SE,FT,Data Engineer,129000,US,0,US,M
1229,SE,FT,Big Data Architect,151902,GB,100,GB,L
1230,EN,FT,Data Scientist,9727,IN,0,IN,L
1231,SE,FT,Data Analyst,80000,US,0,US,M
1232,SE,FT,Data Analyst,52500,US,0,US,M
1233,SE,FT,Data Engineer,250000,US,100,US,M
1234,SE,FT,Data Engineer,162500,US,100,US,M
1235,EN,FT,Data Analyst,85000,US,100,US,M
1236,EN,FT,Data Analyst,75000,US,100,US,M
1237,SE,FT,Data Analyst,153600,US,0,US,M
1238,SE,FT,Data Analyst,106800,US,0,US,M
1239,MI,FT,Data Analyst,165000,US,0,US,M
1240,MI,FT,Data Analyst,124000,US,0,US,M
1241,SE,FT,Data Analyst,115934,US,100,US,M
1242,SE,FT,Data Analyst,81666,US,100,US,M
1243,SE,FT,Data Engineer,167580,US,0,US,M
1244,SE,FT,Data Engineer,87980,US,0,US,M
1245,SE,FT,Data Engineer,250000,US,100,US,M
1246,SE,FT,Data Engineer,63000,US,100,US,M
1247,SE,FT,Research Scientist,253750,ES,0,ES,M
1248,SE,FT,Research Scientist,169200,ES,0,ES,M
1249,SE,FT,Research Scientist,253750,ES,0,ES,M
1250,SE,FT,Research Scientist,169200,ES,0,ES,M
1251,MI,FT,Data Scientist,170000,US,0,US,M
1252,MI,FT,Data Scientist,120000,US,0,US,M
1253,SE,FT,Data Engineer,124740,US,0,US,M
1254,SE,FT,Data Engineer,65488,US,0,US,M
1255,SE,FT,Data Engineer,213580,US,100,US,M
1256,SE,FT,Data Engineer,163625,US,100,US,M
1257,EN,FT,Data Engineer,12000,VN,0,VN,L
1258,SE,FT,Machine Learning Software Engineer,375000,US,100,US,M
1259,SE,FT,Data Engineer,101943,IE,100,IE,M
1260,MI,FT,Product Data Analyst,16414,IN,100,IN,L
1261,SE,FT,Machine Learning Engineer,220000,US,0,US,M
1262,SE,FT,Machine Learning Engineer,170000,US,0,US,M
1263,EX,FT,Data Engineer,235000,US,0,US,M
1264,EX,FT,Data Engineer,210000,US,0,US,M
1265,SE,FT,Data Architect,180000,US,100,US,M
1266,SE,FT,Data Architect,115000,US,100,US,M
1267,SE,FT,Data Architect,200000,US,100,US,M
1268,SE,FT,Data Architect,115000,US,100,US,M
1269,SE,FT,Data Science Manager,231250,US,100,US,M
1270,SE,FT,Data Science Manager,138750,US,100,US,M
1271,SE,FT,Machine Learning Engineer,284310,US,0,US,M
1272,SE,FT,Machine Learning Engineer,153090,US,0,US,M
1273,SE,FT,Data Engineer,160000,US,100,US,M
1274,SE,FT,Data Engineer,75000,US,100,US,M
1275,MI,FT,Data Analyst,125000,US,0,US,M
1276,MI,FT,Data Analyst,105000,US,0,US,M
1277,MI,FT,Data Analyst,109371,GB,0,GB,M
1278,MI,FT,Data Analyst,85066,GB,0,GB,M
1279,EN,FT,Data Analyst,55000,US,0,US,M
1280,EN,FT,Data Analyst,48000,US,0,US,M
1281,EN,FT,Data Analyst,100000,US,50,US,M
1282,SE,FT,Data Science Lead,225900,US,0,US,M
1283,SE,FT,Data Science Lead,156400,US,0,US,M
1284,SE,FT,Data Engineer,250000,US,100,US,M
1285,SE,FT,Data Engineer,162500,US,100,US,M
1286,SE,FT,Machine Learning Engineer,318300,US,100,US,M
1287,SE,FT,Machine Learning Engineer,188800,US,100,US,M
1288,SE,FT,Data Analyst,385000,US,0,US,M
1289,SE,FT,Data Analyst,60000,US,0,US,M
1290,MI,FT,Data Analyst,110000,US,100,US,M
1291,MI,FT,Data Analyst,95000,US,100,US,M
1292,SE,FT,Data Scientist,145000,US,100,US,M
1293,SE,FT,Data Scientist,135000,US,100,US,M
1294,SE,FT,Data Analyst,180180,US,0,US,M
1295,SE,FT,Data Analyst,106020,US,0,US,M
1296,SE,FT,Data Analyst,93919,US,100,US,M
1297,SE,FT,Data Analyst,51962,US,100,US,M
1298,SE,FT,Data Engineer,241871,US,0,US,M
1299,SE,FT,Data Engineer,133832,US,0,US,M
1300,SE,FT,Data Scientist,170000,US,100,US,M
1301,SE,FT,Data Scientist,90000,US,100,US,M
1302,EX,FT,Data Engineer,210914,US,100,US,M
1303,EX,FT,Data Engineer,116704,US,100,US,M
1304,SE,FT,Data Analyst,192500,US,100,US,M
1305,SE,FT,Data Analyst,140000,US,100,US,M
1306,SE,FT,Data Scientist,149076,US,0,US,M
1307,SE,FT,Data Scientist,82365,US,0,US,M
1308,MI,FT,Machine Learning Engineer,36000,MX,100,MX,S
1309,SE,FT,Data Scientist,175000,US,0,US,M
1310,SE,FT,Data Scientist,148750,US,0,US,M
1311,SE,FT,Research Scientist,370000,US,0,US,M
1312,SE,FT,Research Scientist,200000,US,0,US,M
1313,SE,FT,Data Scientist,235000,US,100,US,M
1314,SE,FT,Data Scientist,185000,US,100,US,M
1315,MI,FT,Machine Learning Engineer,121523,GB,0,GB,M
1316,MI,FT,Machine Learning Engineer,97218,GB,0,GB,M
1317,SE,FT,Data Scientist,216100,US,0,US,M
1318,SE,FT,Data Scientist,140800,US,0,US,M
1319,MI,FT,Machine Learning Engineer,145828,GB,0,GB,M
1320,MI,FT,Machine Learning Engineer,121523,GB,0,GB,M
1321,SE,FT,Computer Vision Software Engineer,53654,NL,100,CA,L
1322,EN,FT,Data Scientist,110000,US,50,US,S
1323,SE,FT,Data Engineer,128000,US,0,US,M
1324,SE,FT,Data Engineer,81500,US,0,US,M
1325,MI,FT,Data Engineer,66837,GB,100,GB,M
1326,MI,FT,Data Engineer,63192,GB,100,GB,M
1327,MI,FT,Data Analyst,60761,GB,0,GB,M
1328,MI,FT,Data Analyst,54685,GB,0,GB,M
1329,EX,FT,Data Engineer,284000,US,100,US,M
1330,EX,FT,Data Engineer,236000,US,100,US,M
1331,SE,FT,Research Scientist,248100,CA,0,CA,M
1332,SE,FT,Research Scientist,145900,CA,0,CA,M
1333,SE,FT,Research Engineer,155850,US,0,US,M
1334,SE,FT,Research Engineer,102544,US,0,US,M
1335,MI,FT,Data Scientist,151410,US,100,US,M
1336,MI,FT,Data Scientist,115360,US,100,US,M
1337,MI,FT,Data Engineer,66531,ES,100,ES,M
1338,MI,FT,Data Engineer,59020,ES,100,ES,M
1339,SE,FT,Director of Data Science,125686,CA,50,CA,M
1340,SE,FT,Azure Data Engineer,100000,NL,50,NL,L
1341,EN,FT,Data Scientist,12767,IN,50,IN,L
1342,SE,FT,Data Scientist,250000,US,0,US,M
1343,SE,FT,Data Scientist,162500,US,0,US,M
1344,SE,FT,Data Scientist,185000,GB,0,GB,M
1345,SE,FT,Data Scientist,120250,GB,0,GB,M
1346,EN,FT,Data Engineer,26827,DE,100,DE,L
1347,EN,FT,Data Scientist,180000,US,100,US,M
1348,MI,FT,Research Scientist,85000,US,0,US,M
1349,MI,FT,Research Scientist,70000,US,0,US,M
1350,SE,FT,BI Developer,135000,US,100,US,M
1351,SE,FT,BI Developer,100000,US,100,US,M
1352,EX,FT,Data Analytics Manager,155000,US,0,US,M
1353,EX,FT,Data Analytics Manager,140000,US,0,US,M
1354,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1355,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1356,SE,FT,Data Engineer,226700,US,0,US,M
1357,SE,FT,Data Engineer,133300,US,0,US,M
1358,SE,FT,Data Scientist,225000,US,100,US,M
1359,SE,FT,Data Scientist,156400,US,100,US,M
1360,SE,FT,Data Engineer,163800,US,0,US,M
1361,SE,FT,Data Engineer,126000,US,0,US,M
1362,SE,FT,Machine Learning Engineer,163800,US,0,US,M
1363,SE,FT,Machine Learning Engineer,126000,US,0,US,M
1364,SE,FT,ML Engineer,220000,US,0,US,M
1365,SE,FT,ML Engineer,150000,US,0,US,M
1366,SE,FT,Data Engineer,145000,US,0,US,M
1367,SE,FT,Data Engineer,115000,US,0,US,M
1368,SE,FT,Data Analytics Manager,204500,US,0,US,M
1369,SE,FT,Data Analytics Manager,138900,US,0,US,M
1370,MI,FT,Data Engineer,162500,US,0,US,M
1371,MI,FT,Data Engineer,130000,US,0,US,M
1372,SE,FT,Data Engineer,150000,US,100,US,M
1373,SE,FT,Data Engineer,107000,US,100,US,M
1374,EX,FT,Data Engineer,175000,US,0,US,M
1375,EX,FT,Data Engineer,110000,US,0,US,M
1376,SE,FT,Data Engineer,226700,US,0,US,M
1377,SE,FT,Data Engineer,133300,US,0,US,M
1378,SE,FT,Data Engineer,252000,US,0,US,M
1379,SE,FT,Data Engineer,129000,US,0,US,M
1380,SE,FT,Machine Learning Engineer,150000,US,0,US,M
1381,SE,FT,Machine Learning Engineer,125000,US,0,US,M
1382,SE,FT,Data Engineer,252000,US,0,US,M
1383,SE,FT,Data Engineer,129000,US,0,US,M
1384,SE,FT,Data Scientist,225000,US,0,US,M
1385,SE,FT,Data Scientist,156400,US,0,US,M
1386,MI,FT,Research Scientist,23000,IN,100,IN,L
1387,MI,FT,Machine Learning Engineer,110000,US,100,US,L
1388,SE,FT,Data Engineer,265000,US,100,US,M
1389,SE,FT,Data Engineer,182750,US,100,US,M
1390,MI,FT,Data Analyst,130000,US,0,US,M
1391,MI,FT,Data Analyst,100000,US,0,US,M
1392,SE,FT,Data Analyst,153600,US,0,US,M
1393,SE,FT,Data Analyst,106800,US,0,US,M
1394,SE,FT,Data Engineer,137500,US,0,US,M
1395,SE,FT,Data Engineer,81500,US,0,US,M
1396,EX,FT,Head of Data Science,314100,US,0,US,M
1397,EX,FT,Head of Data Science,195800,US,0,US,M
1398,SE,FT,Applied Scientist,205000,US,0,US,M
1399,SE,FT,Applied Scientist,180000,US,0,US,M
1400,SE,FT,Data Scientist,165000,US,100,US,M
1401,SE,FT,Data Scientist,144000,US,100,US,M
1402,EN,FT,BI Developer,160000,US,0,US,M
1403,EN,FT,BI Developer,100000,US,0,US,M
1404,EX,FT,Data Engineer,200000,US,0,US,M
1405,EX,FT,Data Engineer,145000,US,0,US,M
1406,MI,FT,Data Analyst,150000,US,0,US,M
1407,MI,FT,Data Analyst,100000,US,0,US,M
1408,SE,FT,Data Manager,199000,US,0,US,M
1409,SE,FT,Data Manager,112000,US,0,US,M
1410,SE,FT,Data Scientist,105000,US,0,US,M
1411,SE,FT,Data Scientist,70000,US,0,US,M
1412,EN,FT,Big Data Engineer,130000,SE,100,SE,S
1413,SE,FT,Data Analyst,180180,US,0,US,M
1414,SE,FT,Data Analyst,106020,US,0,US,M
1415,EN,FT,Data Engineer,160000,US,0,US,M
1416,EN,FT,Data Engineer,135000,US,0,US,M
1417,SE,FT,Data Scientist,183000,US,0,US,M
1418,SE,FT,Data Scientist,134000,US,0,US,M
1419,SE,FT,Machine Learning Engineer,220000,US,0,US,M
1420,SE,FT,Machine Learning Engineer,150000,US,0,US,M
1421,SE,FT,Applied Scientist,350000,US,0,US,L
1422,SE,FT,Applied Scientist,262500,US,0,US,L
1423,SE,FT,Data Analyst,122000,US,0,US,M
1424,SE,FT,Data Analyst,94000,US,0,US,M
1425,SE,FT,Machine Learning Engineer,276000,US,0,US,M
1426,SE,FT,Machine Learning Engineer,184000,US,0,US,M
1427,EX,FT,Data Engineer,310000,US,100,US,M
1428,EX,FT,Data Engineer,239000,US,100,US,M
1429,SE,FT,Data Scientist,225000,US,100,US,M
1430,SE,FT,Data Scientist,156400,US,100,US,M
1431,MI,FT,Machine Learning Engineer,180000,US,100,US,M
1432,MI,FT,Machine Learning Engineer,150000,US,100,US,M
1433,SE,FT,Data Scientist,228000,US,0,US,M
1434,SE,FT,Data Scientist,152000,US,0,US,M
1435,SE,FT,Data Scientist,209450,US,100,US,M
1436,SE,FT,Data Scientist,158677,US,100,US,M
1437,SE,FT,Data Analyst,175000,US,0,US,M
1438,SE,FT,Data Analyst,145000,US,0,US,M
1439,SE,FT,Data Engineer,240000,US,0,US,M
1440,SE,FT,Data Engineer,170000,US,0,US,M
1441,MI,FT,Data Analyst,103200,US,0,US,M
1442,MI,FT,Data Analyst,61200,US,0,US,M
1443,MI,FT,Data Scientist,155000,US,100,US,L
1444,EN,FT,Marketing Data Engineer,66970,SG,50,SG,L
1445,SE,FT,Data Scientist,63312,CY,50,EE,L
1446,SE,FT,Data Scientist,237000,US,100,US,M
1447,SE,FT,Data Scientist,145000,US,100,US,M
1448,SE,FT,Data Scientist,240000,US,100,US,M
1449,SE,FT,Data Scientist,139000,US,100,US,M
1450,SE,FT,Data Architect,174500,US,0,US,M
1451,SE,FT,Data Architect,113000,US,0,US,M
1452,SE,FT,Data Analyst,130000,US,100,US,M
1453,SE,FT,Data Analyst,87000,US,100,US,M
1454,SE,FT,Data Analyst,160000,US,100,US,M
1455,SE,FT,Data Analyst,108000,US,100,US,M
1456,SE,FT,Data Engineer,165000,US,100,US,M
1457,SE,FT,Data Engineer,107250,US,100,US,M
1458,SE,FT,Data Engineer,300000,US,0,US,M
1459,SE,FT,Data Engineer,119000,US,0,US,M
1460,SE,FT,Data Scientist,285800,US,100,US,M
1461,SE,FT,Data Scientist,154600,US,100,US,M
1462,MI,FT,Head of Data Science,60795,IN,50,IN,L
1463,EN,FT,Data Analyst,30000,AR,100,US,S
1464,MI,FT,Data Science Manager,220000,US,0,US,M
1465,MI,FT,Data Science Manager,195000,US,0,US,M
1466,SE,FT,Data Manager,168400,US,0,US,M
1467,SE,FT,Data Manager,105200,US,0,US,M
1468,MI,FT,Data Analyst,206000,US,0,US,M
1469,MI,FT,Data Analyst,160000,US,0,US,M
1470,SE,FT,Analytics Engineer,200000,US,100,US,M
1471,SE,FT,Analytics Engineer,175000,US,100,US,M
1472,SE,FT,Analytics Engineer,231250,US,100,US,M
1473,SE,FT,Analytics Engineer,138750,US,100,US,M
1474,SE,FT,Data Engineer,153000,CA,100,CA,M
1475,SE,FT,Data Engineer,94000,CA,100,CA,M
1476,SE,FT,Data Engineer,240500,US,0,US,L
1477,SE,FT,Data Engineer,123700,US,0,US,L
1478,SE,FT,Data Engineer,160000,US,100,US,M
1479,SE,FT,Data Engineer,90000,US,100,US,M
1480,EN,FT,Data Scientist,124234,US,0,US,M
1481,EN,FT,Data Scientist,74540,US,0,US,M
1482,MI,FT,Data Analyst,109000,US,0,US,M
1483,MI,FT,Data Analyst,79000,US,0,US,M
1484,SE,FT,Machine Learning Engineer,84053,FR,50,FR,L
1485,MI,FT,Machine Learning Engineer,50000,AM,0,AM,S
1486,SE,FT,Data Scientist,275300,US,100,US,M
1487,SE,FT,Data Scientist,183500,US,100,US,M
1488,SE,FT,Data Scientist,275300,US,100,US,M
1489,SE,FT,Data Scientist,183500,US,100,US,M
1490,SE,FT,Data Analyst,160000,US,100,US,M
1491,SE,FT,Data Analyst,125600,US,100,US,M
1492,SE,FT,Data Engineer,170000,US,0,US,M
1493,SE,FT,Data Engineer,120000,US,0,US,M
1494,SE,FT,Data Engineer,225000,US,0,US,M
1495,SE,FT,Data Engineer,140000,US,0,US,M
1496,SE,FT,Data Analyst,141290,US,0,US,M
1497,SE,FT,Data Analyst,74178,US,0,US,M
1498,SE,FT,Data Scientist,150000,US,0,US,M
1499,SE,FT,Data Scientist,120000,US,0,US,M
1500,SE,FT,Data Engineer,85000,US,100,US,M
1501,SE,FT,Data Engineer,75000,US,100,US,M
1502,SE,FT,Data Engineer,220000,US,0,US,M
1503,SE,FT,Data Engineer,160000,US,0,US,M
1504,SE,FT,Data Engineer,205600,US,100,US,M
1505,SE,FT,Data Engineer,107500,US,100,US,M
1506,MI,FT,Data Engineer,120000,US,0,US,M
1507,MI,FT,Data Engineer,95000,US,0,US,M
1508,SE,FT,Data Engineer,185900,US,0,US,M
1509,SE,FT,Data Engineer,129300,US,0,US,M
1510,SE,FT,Data Engineer,160000,US,100,US,M
1511,SE,FT,Data Engineer,130000,US,100,US,M
1512,EN,FT,Data Scientist,12888,IN,50,IN,S
1513,MI,FT,Data Engineer,250000,US,0,US,M
1514,MI,FT,Data Engineer,175000,US,0,US,M
1515,SE,FT,Data Scientist,136000,US,100,US,M
1516,SE,FT,Data Scientist,104000,US,100,US,M
1517,MI,FT,Data Analyst,80000,US,0,US,M
1518,MI,FT,Data Analyst,52500,US,0,US,M
1519,SE,FT,Data Scientist,110000,US,100,US,M
1520,SE,FT,Data Scientist,84000,US,100,US,M
1521,SE,FT,BI Analyst,125000,US,0,US,M
1522,SE,FT,BI Analyst,110000,US,0,US,M
1523,MI,FT,Data Analyst,90000,US,0,US,M
1524,MI,FT,Data Analyst,80000,US,0,US,M
1525,SE,FT,ML Engineer,200000,US,0,US,M
1526,SE,FT,ML Engineer,135000,US,0,US,M
1527,EN,FT,Business Data Analyst,48000,US,50,US,L
1528,EN,FT,AI Developer,120000,BA,50,BA,S
1529,SE,FT,Data Engineer,130000,US,0,US,M
1530,SE,FT,Data Engineer,75000,US,0,US,M
1531,SE,FT,Data Engineer,252000,US,0,US,M
